season,player_id,player_name,nationality,batting_type,bowling_type,matches,total_runs,total_balls_faced,total_wickets,total_overs,total_runs_conceded,total_mvp,mvp_std,batting_avg,true_strike_rate,bowling_avg,economy,consistency_score
2024,3546,Nasir Jamal Ahmadzai,Afghanistan,Right-hand bat,Right-arm offbreak,4,33,45,0,0.0,0,35.1563,13.046958782637178,8.25,73.33333333333333,inf,0.0,7.6646214390651295
2024,3550,Sharafuddin Ashraf,Afghanistan,Right-hand bat,Slow left-arm orthodox,16,154,109,14,41.2,277,623.2834,39.14090249684891,9.625,141.28440366972478,19.785714285714285,6.723300970873786,2.554872106182289
2024,3553,Saud Shakeel,Pakistan,Left-hand bat,Slow left-arm orthodox,10,323,228,1,2.0,15,581.6589999999999,44.48914948646342,32.3,141.66666666666669,15.0,7.5,2.247739081423139
2024,3562,Zia-ur-Rehman Akbar,Afghanistan,Right-hand bat,Slow left-arm orthodox,8,22,36,11,29.5,216,277.3331,19.118755044939324,2.75,61.111111111111114,19.636363636363637,7.322033898305085,5.230466092846862
2024,3563,Zahir Khan,Afghanistan,Left-hand bat,Left-arm Chinaman,15,23,21,17,52.5,405,377.2739761904762,31.978448128977114,1.5333333333333334,109.52380952380953,23.823529411764707,7.714285714285714,3.1271060933499615
2024,3578,Imad Wasim,Pakistan,Left-hand bat,Slow left-arm orthodox,46,451,391,44,155.1,1038,1752.3699193548387,35.93161168790561,9.804347826086957,115.34526854219949,23.59090909090909,6.692456479690523,2.783064697141305
2024,3605,Aiden Markram,South Africa,Right-hand bat,Right-arm offbreak,40,730,574,4,29.0,237,1295.0924,25.844262062283768,18.25,127.17770034843205,59.25,8.172413793103448,3.8693308309211343
2024,3613,Shakeel Ahmed,Oman,Left-hand bat,Slow left-arm orthodox,4,33,28,1,12.1,111,72.11750752688172,10.38441175874611,8.25,117.85714285714286,111.0,9.173553719008265,9.62981845512593
2024,3622,Hayden Walsh,West Indies,Left-hand bat,Right-arm Leg-Break,16,41,32,7,49.8,356,198.39266666666668,16.700988178239744,2.5625,128.125,50.857142857142854,7.14859437751004,5.98766964761362
2024,3623,Hasan Ali,Pakistan,Right-hand bat,Right-arm medium-fast,16,60,44,24,56.4,509,574.9621200400624,33.489904332143205,3.75,136.36363636363635,21.208333333333332,9.02482269503546,2.985974489751564
2024,3625,Sibonelo Makhanya,South Africa,Right-hand bat,Right-arm medium,4,72,59,0,0.0,0,108.23649999999999,20.541500157709187,18.0,122.03389830508475,inf,0.0,4.868193619367677
2024,3627,Andile Phehlukwayo,South Africa,Left-hand bat,Right-arm fast-medium,12,88,84,14,36.1,349,357.13194193548384,36.977705712290984,7.333333333333333,104.76190476190477,24.928571428571427,9.66759002770083,2.704332193513052
2024,3628,Kagiso Rabada,South Africa,Left-hand bat,Right-arm Fast,31,39,33,33,110.1,893,835.7101227642277,21.729264683871932,1.2580645161290323,118.18181818181819,27.060606060606062,8.110808356039964,4.602088540723736
2024,3629,Corbin Bosch,South Africa,Right-hand bat,Right-arm fast-medium,4,25,26,2,7.0,73,83.50033333333333,14.818965889284506,6.25,96.15384615384616,36.5,10.428571428571429,6.748109196493213
2024,3633,Justin Dill,South Africa,Right-hand bat,Right-arm medium,3,0,0,4,8.0,81,58.083333333333336,36.71704241498358,0.0,0.0,20.25,10.125,2.7235309116071873
2024,3635,Jason Smith,South Africa,Right-hand bat,Right-arm medium-fast,1,6,6,0,0.0,0,14.0,,6.0,100.0,inf,0.0,0.0
2024,3637,Dayyaan Galiem,South Africa,Right-hand bat,Right-arm medium-fast,4,1,3,3,12.0,95,58.5833,28.998592662216677,0.25,33.33333333333333,31.666666666666668,7.916666666666667,3.4484432111870604
2024,3639,Brandon King,West Indies,Right-hand bat,None,31,553,414,0,0.0,0,1113.9539,42.135465313284364,17.838709677419356,133.57487922705315,inf,0.0,2.3732976307840192
2024,3641,Ben Dwarshuis,Australia,Left-hand bat,Left-arm fast-medium,8,47,39,7,24.6,183,240.59155454545456,19.358207703415736,5.875,120.51282051282051,26.142857142857142,7.439024390243902,5.165767489019921
2024,3642,Atit Sheth,India,Right-hand bat,Right-arm medium,6,74,53,8,19.3,200,283.3625515151515,37.80505716303403,12.333333333333334,139.62264150943395,25.0,10.362694300518134,2.645148757975705
2024,3644,Kuldeep Yadav,India,Left-hand bat,Left-arm Chinaman,18,47,41,27,68.0,557,636.217,27.3802558337136,2.611111111111111,114.6341463414634,20.62962962962963,8.191176470588236,3.6522668234848608
2024,3647,Shreyas Iyer,India,Right-hand bat,Right-arm offbreak,21,566,365,0,0.0,0,1166.2797,43.435086056276475,26.952380952380953,155.06849315068493,inf,0.0,2.3022862178846717
2024,3648,Deepak Hooda,India,Right-hand bat,Right-arm offbreak,12,208,154,1,8.0,59,374.58916666666664,35.932042692306105,17.333333333333332,135.06493506493507,59.0,7.375,2.7830313143152408
2024,3650,Aamir Gani,India,Right-hand bat,Right-arm offbreak,7,10,24,7,24.0,125,190.39213333333333,20.64957717986743,1.4285714285714286,41.66666666666667,17.857142857142858,5.208333333333333,4.842714169348527
2024,3651,Ricky Bhui,India,Right-hand bat,Right-arm Leg-Break,9,314,205,0,0.0,0,696.4616,89.36727741385235,34.888888888888886,153.1707317073171,inf,0.0,1.1189778059021358
2024,3653,Avesh Khan,India,Right-hand bat,Right-arm medium-fast,28,26,18,36,101.1,921,763.0553308943089,22.055042914519188,0.9285714285714286,144.44444444444443,25.583333333333332,9.109792284866469,4.53411042488466
2024,3656,EG Barnard,England,Right-hand bat,Right-arm fast-medium,5,69,41,0,0.5,11,157.4496,38.316942832538196,13.8,168.29268292682926,inf,22.0,2.609811550912184
2024,3659,Dominic Sibley,England,Right-hand bat,Right-arm Leg-Break,11,268,201,0,0.0,0,454.2101,35.31676739573119,24.363636363636363,133.33333333333331,inf,0.0,2.831516227957126
2024,3660,Luke Wood,England,Left-hand bat,Left-arm medium,32,157,101,31,115.6,978,988.3102961142177,26.345641955815513,4.90625,155.44554455445544,31.548387096774192,8.460207612456747,3.795694186071108
2024,3664,Binura Fernando,Sri Lanka,Right-hand bat,Left-arm medium-fast,10,2,8,15,36.3,270,338.7772727272727,28.809098922412606,0.2,25.0,18.0,7.438016528925621,3.4711255728377894
2024,3672,Kusal Mendis,Sri Lanka,Right-hand bat,Right-arm Leg-Break,28,721,552,0,0.0,0,1396.6134,50.99326931960583,25.75,130.6159420289855,inf,0.0,1.9610431206761658
2024,3673,Ramesh Mendis,Sri Lanka,Right-hand bat,Right-arm offbreak,13,115,68,6,34.2,264,394.6274,35.48707156429189,8.846153846153847,169.11764705882354,44.0,7.719298245614034,2.8179276449686785
2024,3700,Tim Seifert,New Zealand,Right-hand bat,Right-arm offbreak,36,976,715,0,0.0,0,1822.4345,47.03869750681466,27.11111111111111,136.5034965034965,inf,0.0,2.1259092045546684
2024,3727,Matthew Short,Australia,Right-hand bat,Right-arm offbreak,11,307,180,10,20.0,159,923.0523666666668,46.086763178008695,27.90909090909091,170.55555555555554,15.9,7.95,2.1698204235726664
2024,3737,Zahid Mahmood,Pakistan,Right-hand bat,Right-arm Leg-Break,6,3,6,8,24.0,167,179.75,19.50603539078781,0.5,50.0,20.875,6.958333333333333,5.126618402795853
2024,3758,Lukman Meriwala,India,Left-hand bat,Left-arm fast-medium,6,0,0,9,21.0,194,181.66666666666666,35.685573908586434,0.0,0.0,21.555555555555557,9.238095238095237,2.8022528166749936
2024,3759,Vishnu Solanki,India,Right-hand bat,Right-arm offbreak,5,39,31,0,0.0,0,81.3212,17.9074290139037,7.8,125.80645161290323,inf,0.0,5.584274544512109
2024,3771,Vivian Kingma,Netherlands,Right-hand bat,Right-arm medium,4,1,1,3,13.0,78,98.58333333333333,24.136223641379086,0.25,100.0,26.0,6.0,4.143150207995265
2024,3775,Sompal Kami,Japan,Right-hand bat,Right-arm fast-medium,12,60,45,12,38.5,274,418.36690974967064,14.780650544920574,5.0,133.33333333333331,22.833333333333332,7.116883116883117,6.765602075232431
2024,3780,Vivek Singh,India,Left-hand bat,Right-arm Fast,7,190,143,2,4.5,38,411.9787,49.825178813159646,27.142857142857142,132.86713286713288,19.0,8.444444444444445,2.0070173832188707
2024,3781,M Mohammed,India,Right-hand bat,Right-arm medium,10,32,37,9,34.2,293,236.73457575757575,24.492125132125533,3.2,86.48648648648648,32.55555555555556,8.567251461988304,4.082945006222968
2024,3782,M Shahrukh Khan,India,Right-hand bat,Right-arm offbreak,20,437,251,16,39.2,288,1291.2275363636363,54.48380683587686,21.85,174.10358565737053,18.0,7.346938775510203,1.8354077258447243
2024,3787,Ahmad bin Mohammad Noor,Malaysia,Right-hand bat,Right-arm offbreak,9,245,183,0,0.1,4,386.5225,49.01436188483716,27.22222222222222,133.87978142076503,inf,40.0,2.0402183391667394
2024,3792,Khizar Hayat,Malaysia,Right-hand bat,Right-arm offbreak,9,127,86,14,32.5,213,568.8927666666667,37.7052459032183,14.11111111111111,147.67441860465115,15.214285714285714,6.553846153846154,2.6521508507511045
2024,3808,Jiwanjot Singh,India,Right-hand bat,Right-arm offbreak,1,32,23,0,0.0,0,49.5216,,32.0,139.1304347826087,inf,0.0,0.0
2024,3856,Zeeshan Maqsood,Oman,Left-hand bat,Slow left-arm orthodox,13,113,127,10,38.0,223,366.4213,28.485180914252457,8.692307692307692,88.9763779527559,22.3,5.868421052631579,3.5105973278184575
2024,3858,Jatinder Singh,Oman,Right-hand bat,Right-arm offbreak,3,95,82,0,0.2,7,96.9933,45.923965241146156,31.666666666666668,115.85365853658536,inf,35.0,2.177512317912908
2024,3871,Aamir Kaleem,Oman,Left-hand bat,Slow left-arm orthodox,3,56,53,3,10.0,61,142.08210000000003,41.69289636700718,18.666666666666668,105.66037735849056,20.333333333333332,6.1,2.398490119749343
2024,3876,Sufyan Mehmood,Oman,Left-hand bat,Right-arm medium,3,9,5,2,7.0,62,65.66666666666667,27.605018330677435,3.0,180.0,31.0,8.857142857142858,3.622529744487439
2024,3907,Craig Miles,England,Right-hand bat,Right-arm medium,6,0,0,7,13.2,124,163.27272727272728,17.397412809144658,0.0,0.0,17.714285714285715,9.393939393939394,5.74798109908829
2024,3909,Alex Lees,England,Left-hand bat,Right-arm Leg-Break,15,301,260,0,0.0,0,430.0899,33.391959229640904,20.066666666666666,115.76923076923077,inf,0.0,2.9947329329281587
2024,3916,Jitesh Sharma,India,Right-hand bat,None,15,229,170,0,0.0,0,495.3244,22.168497729225287,15.266666666666667,134.7058823529412,inf,0.0,4.510905575174248
2024,3926,Rahul Tewatia,India,Left-hand bat,Right-arm Leg-Break,11,188,129,0,0.0,0,403.8669,31.254125557567306,17.09090909090909,145.73643410852713,inf,0.0,3.19957759866962
2024,3945,Beau Webster,Australia,Right-hand bat,Right-arm Fast,13,237,212,6,44.0,340,467.40706666666665,29.218120205132166,18.23076923076923,111.79245283018868,56.666666666666664,7.7272727272727275,3.422533663970449
2024,3947,Keaton Jennings,England,Left-hand bat,Right-arm medium-fast,10,278,175,0,0.0,0,521.0424,36.16906242409695,27.8,158.85714285714286,inf,0.0,2.764793812663966
2024,3953,Luis Reece,England,Left-hand bat,Left-arm medium,8,96,79,1,7.0,59,196.8393,32.66923870867069,12.0,121.51898734177216,59.0,8.428571428571429,3.0609834802627085
2024,3955,Tom Helm,England,Right-hand bat,Right-arm medium-fast,10,59,56,7,30.3,258,287.6229181818182,24.191147001244502,5.9,105.35714285714286,36.857142857142854,8.514851485148515,4.133743637490837
2024,3962,Ollie Edward Robinson,England,Right-hand bat,Right-arm medium,15,71,54,18,56.0,390,549.9301333333333,24.13511487711098,4.733333333333333,131.4814814814815,21.666666666666668,6.964285714285714,4.143340543816388
2024,3967,Tom Kohler,England,Right-hand bat,Right-arm offbreak,35,666,509,0,0.0,0,1234.7718,36.13567980626825,19.02857142857143,130.84479371316306,inf,0.0,2.7673479656705826
2024,3979,Ben Raine,England,Left-hand bat,Right-arm medium-fast,14,136,100,21,44.8,354,653.6680647058823,34.00158072648469,9.714285714285714,136.0,16.857142857142858,7.901785714285714,2.94103973589991
2024,3992,DL Lloyd,England,Right-hand bat,Right-arm offbreak,13,327,243,0,0.0,0,533.6702,28.942042583026033,25.153846153846153,134.5679012345679,inf,0.0,3.4551811508510504
2024,4005,Thomas Alsop,England,Left-hand bat,Slow left-arm orthodox,14,337,205,0,0.0,0,727.5446999999999,59.173530827924665,24.071428571428573,164.390243902439,inf,0.0,1.68994478782748
2024,4007,Ryan Rickelton,South Africa,Left-hand bat,None,29,1018,652,0,0.0,0,1973.7363,73.33184478750346,35.10344827586207,156.13496932515338,inf,0.0,1.3636640437694414
2024,4022,Daryn Dupavillon,South Africa,Right-hand bat,Right-arm Fast,15,8,12,18,47.4,449,380.4012270615563,27.539469041327255,0.5333333333333333,66.66666666666666,24.944444444444443,9.472573839662447,3.6311520694147896
2024,4026,Mohammed Taha,India,Right-hand bat,Right-arm offbreak,10,182,93,0,0.0,0,480.6802,39.958167220253955,18.2,195.69892473118279,inf,0.0,2.502617285942787
2024,4027,Melu Kranthi Kumar,India,Right-hand bat,Right-arm medium-fast,8,119,85,14,29.5,219,515.3938428571429,31.7000946554504,14.875,140.0,15.642857142857142,7.423728813559322,3.1545647130364753
2024,4033,MB Darshan,India,Right-hand bat,Right-arm medium-fast,7,62,35,8,18.7,191,281.9992753623188,29.103382692274543,8.857142857142858,177.14285714285714,23.875,10.213903743315509,3.4360267003101628
2024,4039,Krishnamurthy Siddharth,India,Right-hand bat,Right-arm medium,8,220,167,0,0.0,0,442.039,39.146254768888355,27.5,131.73652694610777,inf,0.0,2.554522791270326
2024,4055,Dega Nischal,India,Right-hand bat,Right-arm Leg-Break,6,55,60,0,0.0,0,68.9392,17.394529556922965,9.166666666666666,91.66666666666666,inf,0.0,5.748933862956951
2024,4056,Ritesh Bhatkal,India,Right-hand bat,Right-arm offbreak,9,114,76,3,18.0,130,238.0744,23.845784194771436,12.666666666666666,150.0,43.333333333333336,7.222222222222222,4.193613394435004
2024,4067,T Pradeep,India,Right-hand bat,Right-arm Fast,2,10,6,2,2.2,34,43.66663333333333,55.86145928396329,5.0,166.66666666666669,17.0,15.454545454545453,1.790142994504764
2024,4068,Abhishek Reddy,India,Right-hand bat,Right-arm offbreak,6,211,161,0,0.0,0,320.9974,26.357849250852524,35.166666666666664,131.055900621118,inf,0.0,3.7939362596804282
2024,4072,Prateek Jain,India,Left-hand bat,Left-arm Fast,1,0,0,1,4.0,31,20.25,,0.0,0.0,31.0,7.75,0.0
2024,4074,MG Naveen,India,Right-hand bat,Right-arm medium,8,70,52,7,30.0,208,310.0569,30.980228374351352,8.75,134.6153846153846,29.714285714285715,6.933333333333334,3.2278651658614104
2024,4076,Dikshanshu Negi,India,Right-hand bat,Right-arm Leg-Break,4,104,57,1,9.0,74,278.03903333333335,42.710017422903526,26.0,182.45614035087718,74.0,8.222222222222221,2.341371088890597
2024,4077,KL Shrijith,India,Left-hand bat,Right-arm offbreak,13,443,305,0,0.0,0,849.7598,62.89306691196227,34.07692307692308,145.24590163934425,inf,0.0,1.5900003753987704
2024,4080,KC Cariappa,India,Right-hand bat,Right-arm Leg-Break,13,61,47,14,52.0,326,456.9017666666667,24.88663063088361,4.6923076923076925,129.7872340425532,23.285714285714285,6.269230769230769,4.0182217305022725
2024,4101,Mitchell Santner,New Zealand,Left-hand bat,Slow left-arm orthodox,18,138,129,16,62.4,445,603.7655254901961,22.34321296631557,7.666666666666667,106.9767441860465,27.8125,7.131410256410256,4.475632047671887
2024,4106,Daryl Joseph Mitchell,New Zealand,Right-hand bat,Right-arm medium,21,512,339,1,8.0,105,982.1468,47.952020607211914,24.38095238095238,151.03244837758112,105.0,13.125,2.0854178558840575
2024,4111,Khushdil Shah,Pakistan,Left-hand bat,Slow left-arm orthodox,18,240,183,9,33.3,229,604.5400047619048,26.607648229696014,13.333333333333334,131.14754098360655,25.444444444444443,6.876876876876877,3.758317876752179
2024,4112,Asif Afridi,Pakistan,Left-hand bat,Slow left-arm orthodox,4,8,11,6,13.0,79,139.44996666666668,29.77535930840671,2.0,72.72727272727273,13.166666666666666,6.076923076923077,3.3584817218902954
2024,4117,Ishan Kishan,India,Left-hand bat,Right-arm Leg-Break,14,320,215,0,0.0,0,684.7253000000001,48.33003990683785,22.857142857142858,148.8372093023256,inf,0.0,2.069106505865967
2024,4125,Paul Coughlin,England,Right-hand bat,Right-arm medium,5,18,18,5,16.1,185,125.12786341463415,13.132501537781318,3.6,100.0,37.0,11.490683229813664,7.614695472321611
2024,4137,D B Kumar,India,Right-hand bat,Right-arm offbreak,7,227,146,0,1.0,5,477.0485,67.19830113974679,32.42857142857143,155.4794520547945,inf,5.0,1.4881328590738956
2024,4153,Darshan Misal,India,Left-hand bat,Slow left-arm orthodox,4,123,63,1,13.0,123,349.85716666666667,135.49858718946214,30.75,195.23809523809524,123.0,9.461538461538462,0.7380150750957579
2024,4161,Gahlaut Rahul Singh,India,Left-hand bat,Right-arm medium,2,13,14,0,0.0,0,24.0,14.849242404917497,6.5,92.85714285714286,inf,0.0,6.734350297014739
2024,4164,Mukhtar Ahmed,Pakistan,Right-hand bat,Right-arm Leg-Break,6,42,24,0,0.0,0,144.36090000000002,12.817871045341343,7.0,175.0,inf,0.0,7.80160758727129
2024,4201,Fareed Malik,Afghanistan,Left-hand bat,Left-arm fast-medium,12,21,13,14,43.1,350,372.3942226890756,30.0852564537539,1.75,161.53846153846155,25.0,8.120649651972158,3.3238872387116536
2024,4208,Sirla Srinivas,India,Right-hand bat,Right-arm offbreak,7,66,66,7,14.0,109,227.1793,21.867551463026107,9.428571428571429,100.0,15.571428571428571,7.785714285714286,4.572985693852423
2024,4209,PM Anfal,India,Right-hand bat,Right-arm Leg-Break,16,173,114,13,41.6,260,685.7664666666667,54.5942484689637,10.8125,151.75438596491227,20.0,6.25,1.8316947811242248
2024,4210,Jafar Jamal,India,Right-hand bat,Right-arm medium,6,177,125,0,0.0,0,294.3183,33.72213957160785,29.5,141.6,inf,0.0,2.9654108923798654
2024,4211,Vishnu Vinod,India,Right-hand bat,Right-arm offbreak,17,467,252,0,1.0,13,1198.7917,112.30702989384758,27.470588235294116,185.31746031746033,inf,13.0,0.8904162107618716
2024,4219,Krunal Pandya,India,Left-hand bat,Slow left-arm orthodox,20,240,201,11,53.0,379,559.5181666666666,31.78618845105634,12.0,119.40298507462686,34.45454545454545,7.150943396226415,3.146020484776832
2024,4221,Chris Green,Australia,Right-hand bat,Right-arm offbreak,21,262,183,24,75.4,526,1050.706588235294,41.302416715961904,12.476190476190476,143.16939890710384,21.916666666666668,6.976127320954907,2.421165828811019
2024,4227,Marnus Labuschagne,Australia,Right-hand bat,Right-arm Leg-Break,13,228,188,15,24.3,193,751.2608913043479,49.29254794571179,17.53846153846154,121.27659574468086,12.866666666666667,7.94238683127572,2.0287042193504528
2024,4229,George Linde,South Africa,Left-hand bat,Slow left-arm orthodox,15,100,60,13,48.0,380,453.7667,51.75317288796155,6.666666666666667,166.66666666666669,29.23076923076923,7.916666666666667,1.9322486800275251
2024,4237,Tabraiz Shamsi,South Africa,Right-hand bat,Left-arm Chinaman,34,4,9,41,117.7,955,823.0165130568356,27.1579588563012,0.11764705882352941,44.44444444444444,23.29268292682927,8.113848768054375,3.6821618490963273
2024,4246,Nitish Rana,India,Left-hand bat,Right-arm offbreak,12,152,137,4,18.0,130,307.6395333333333,19.263195370718517,12.666666666666666,110.94890510948905,32.5,7.222222222222222,5.19124673116317
2024,4248,Pargat Singh,India,Right-hand bat,Right-arm offbreak,3,25,27,0,1.0,15,14.380699999999997,18.631565398627494,8.333333333333334,92.5925925925926,inf,15.0,5.367235541430489
2024,4250,Baltej Singh,India,Right-hand bat,Right-arm medium,9,7,3,14,32.4,274,320.1973857142857,24.446108502137445,0.7777777777777778,233.33333333333334,19.571428571428573,8.456790123456791,4.090630620871886
2024,4254,Anand Bais,India,Right-hand bat,Right-arm offbreak,5,36,24,0,0.0,0,73.70859999999999,13.912355679287385,7.2,150.0,inf,0.0,7.187855335590599
2024,4256,Cheepurapalli Stephen,India,Left-hand bat,Left-arm Fast,12,0,0,18,42.1,308,442.18279569892474,32.167344315406865,0.0,0.0,17.11111111111111,7.315914489311163,3.1087427988919814
2024,4260,Heinrich Klaasen,South Africa,Right-hand bat,Right-arm offbreak,48,1301,794,0,0.0,0,2983.9088,62.43997004191334,27.104166666666668,163.85390428211585,inf,0.0,1.601538244378948
2024,4261,Junior Dala,South Africa,Right-hand bat,Right-arm medium,5,18,17,13,19.4,179,310.07402941176474,36.9695009995942,3.6,105.88235294117648,13.76923076923077,9.226804123711341,2.7049323711753006
2024,4265,T Natarajan,India,Left-hand bat,Left-arm medium,22,0,0,31,78.2,675,632.3958333333334,29.4342796066883,0.0,0.0,21.774193548387096,8.631713554987211,3.3973992683441514
2024,4271,Shubham Sharma,India,Right-hand bat,Right-arm offbreak,4,150,82,1,5.0,57,305.40959999999995,89.58428736692612,37.5,182.9268292682927,57.0,11.4,1.1162671818821577
2024,4274,Puneet Datey,India,Right-hand bat,Right-arm medium,6,6,3,11,16.0,167,212.25,22.17867782353132,1.0,200.0,15.181818181818182,10.4375,4.508835053003077
2024,4276,Basil Thampi,India,Right-hand bat,Right-arm fast-medium,15,49,38,27,50.8,299,744.330034914611,26.225883268182514,3.2666666666666666,128.94736842105263,11.074074074074074,5.8858267716535435,3.8130269618534043
2024,4278,Tanmay Agarwal,India,Left-hand bat,Right-arm Leg-Break,3,86,64,0,0.0,0,164.021,40.69612750242132,28.666666666666668,134.375,inf,0.0,2.4572362565467745
2024,4288,Navdeep Saini,India,Right-hand bat,Right-arm Fast,5,5,3,2,13.7,146,36.65040650406504,13.90915108023802,1.0,166.66666666666669,73.0,10.656934306569344,7.1895113816168825
2024,4320,Krishna Das,India,Right-hand bat,Right-arm medium,7,14,24,4,18.2,151,104.6875,26.885528806891458,2.0,58.333333333333336,37.75,8.296703296703297,3.7194730562401066
2024,4321,Arup Das,India,Right-hand bat,Right-arm medium,8,22,18,12,25.3,152,322.6206424242424,41.63354461423365,2.75,122.22222222222223,12.666666666666666,6.007905138339921,2.4019093480167446
2024,4322,Dhiraj Goswami,India,Right-hand bat,Right-arm medium-fast,3,9,11,0,2.0,15,9.0,2.6821674518940837,3.0,81.81818181818183,inf,7.5,37.283279956805956
2024,4323,Swarupam Purkayastha,India,Right-hand bat,Right-arm offbreak,5,59,44,5,19.0,93,249.51006666666666,24.765685227768056,11.8,134.0909090909091,18.6,4.894736842105263,4.037845069914597
2024,4325,Ashwin Hebbar,India,Right-hand bat,Right-arm medium,14,588,401,0,0.0,0,1087.0872,53.65979111778571,42.0,146.63341645885285,inf,0.0,1.8635927929815344
2024,4326,B Ayyappa,India,Right-hand bat,Right-arm Fast,6,11,6,8,21.4,183,189.7157299399081,33.84985864613093,1.8333333333333333,183.33333333333331,22.875,8.551401869158878,2.954222085397987
2024,4335,Anurag Sarangi,India,Left-hand bat,Right-arm offbreak,4,84,69,1,2.0,23,153.1711,32.47120816460586,21.0,121.73913043478262,23.0,11.5,3.0796513481442185
2024,4338,Suryakant Pradhan,India,Right-hand bat,Right-arm medium,4,49,30,3,14.0,109,187.8222,35.54856987104639,12.25,163.33333333333334,36.333333333333336,7.785714285714286,2.8130526871475645
2024,4340,Tukuna Sahoo,India,Right-hand bat,Right-arm Leg-Break,4,112,79,0,3.0,36,202.2476,57.25993256871102,28.0,141.77215189873417,inf,12.0,1.746421895974145
2024,4372,Rony Talukder,Bangladesh,Right-hand bat,Right-arm medium-fast,11,165,144,0,0.0,0,281.9212,19.581595527790885,15.0,114.58333333333333,inf,0.0,5.1068361542897005
2024,4373,Mustafizur Rahman,Bangladesh,Left-hand bat,Left-arm fast-medium,38,10,22,57,136.1,1164,1206.1681484848484,30.908189022363526,0.2631578947368421,45.45454545454545,20.42105263157895,8.55253490080823,3.235388522040075
2024,4381,Dan Lawrence,England,Right-hand bat,Right-arm offbreak,13,166,138,12,32.0,224,497.378,20.296897959401555,12.76923076923077,120.28985507246377,18.666666666666668,7.0,4.926861247468598
2024,4384,Nauman Anwar,Pakistan,Right-hand bat,Right-arm offbreak,3,12,20,0,0.0,0,13.5712,6.987306129212697,4.0,60.0,inf,0.0,14.31166720775516
2024,4391,Liam Livingstone,England,Right-hand bat,Right-arm Leg-Break,36,649,467,25,66.4,555,1623.1520098039216,47.80810882978195,18.02777777777778,138.97216274089936,22.2,8.358433734939759,2.0916953723487435
2024,4393,Nathan Sowter,England,Right-hand bat,Right-arm Leg-Break,21,12,15,26,73.0,508,591.75,24.80523138308236,0.5714285714285714,80.0,19.53846153846154,6.958904109589041,4.031407667827759
2024,4394,Graham Clark,England,Right-hand bat,Right-arm Leg-Break,15,322,265,0,0.0,0,528.5939,42.18562329401987,21.466666666666665,121.50943396226414,inf,0.0,2.370475820708705
2024,4409,Sam Curran,England,Left-hand bat,Left-arm medium-fast,41,784,582,33,121.4,1207,1882.0146434017595,42.060220266150075,19.121951219512194,134.70790378006873,36.57575757575758,9.942339373970345,2.3775434214851145
2024,4413,Mark Deyal,West Indies,Left-hand bat,Right-arm offbreak,3,10,10,3,4.0,19,89.15459999999999,33.43672934708178,3.3333333333333335,100.0,6.333333333333333,4.75,2.9907231344900542
2024,4417,Karan KC,Japan,Right-hand bat,Right-arm Fast,9,68,51,12,27.5,178,421.0095095238095,42.18676102068796,7.555555555555555,133.33333333333331,14.833333333333334,6.472727272727273,2.3704118918008663
2024,4450,Mehran Khan,Oman,Right-hand bat,Right-arm medium-fast,6,52,45,8,13.0,108,232.17076666666668,41.49037538712599,8.666666666666666,115.55555555555554,13.5,8.307692307692308,2.4101975233279984
2024,4454,Nick Gubbins,England,Left-hand bat,Right-arm Leg-Break,3,15,16,0,0.0,0,22.933300000000003,12.952972746181988,5.0,93.75,inf,0.0,7.720235498023104
2024,4456,Adam Hose,England,Right-hand bat,Right-arm medium-fast,21,437,342,0,0.0,0,754.1737,33.765151603796085,20.80952380952381,127.77777777777777,inf,0.0,2.961633377910182
2024,4457,Mason Crane,England,Right-hand bat,Right-arm Leg-Break,13,50,43,19,42.0,358,471.52453333333335,25.401701521225846,3.8461538461538463,116.27906976744187,18.842105263157894,8.523809523809524,3.9367441553645244
2024,4458,AHT Donald,England,Right-hand bat,Right-arm offbreak,10,315,158,0,0.0,0,782.1478,71.05477225123666,31.5,199.36708860759492,inf,0.0,1.4073650063421261
2024,4460,Jeffrey Vandersay,Sri Lanka,Right-hand bat,Right-arm Leg-Break,1,0,1,0,4.0,26,7.5,,0.0,0.0,inf,6.5,0.0
2024,4470,Nikin Jose,India,Right-hand bat,Right-arm offbreak,8,190,147,0,0.0,0,315.3,39.392722297507845,23.75,129.2517006802721,inf,0.0,2.538539967986077
2024,4472,Anand Doddamani,India,Left-hand bat,Slow left-arm orthodox,8,0,0,4,22.0,204,79.16666666666667,20.246484605701035,0.0,0.0,51.0,9.272727272727273,4.939129036348456
2024,4486,BR Sharath,India,Right-hand bat,Right-arm medium,4,33,25,0,0.0,0,72.9671,9.777162195775418,8.25,132.0,inf,0.0,10.227916648780633
2024,4487,Vyshak Kumar,India,Right-hand bat,Right-arm medium,14,95,71,17,46.0,435,511.68203901045194,35.15937030415562,6.785714285714286,133.80281690140845,25.58823529411765,9.456521739130435,2.844192007277804
2024,4491,Bharath Dhuri,India,Right-hand bat,Right-arm medium,7,53,58,1,8.0,82,95.8066,23.50147483385225,7.571428571428571,91.37931034482759,82.0,10.25,4.25505210660043
2024,4494,Abhinav Manohar,India,Right-hand bat,Right-arm Leg-Break,13,478,259,0,0.0,0,1110.1692,83.6253646294032,36.76923076923077,184.55598455598457,inf,0.0,1.1958094346513544
